dataset_label,dataset_display,id,observed_mean_pkd,predicted_mean_pkd,observed_worst_strain,observed_worst_strain_display,predicted_worst_strain,predicted_worst_strain_display,observed_worst_pkd,predicted_worst_pkd,observed_strain_range,predicted_strain_range,heatmap_row,label_pkd_ph1n1,pred_mean_ph1n1,residual_ph1n1,abs_error_ph1n1,label_pkd_h3n2,pred_mean_h3n2,residual_h3n2,abs_error_h3n2,label_pkd_h5n1,pred_mean_h5n1,residual_h5n1,abs_error_h5n1
pa,PA,132-18-3,3.560333333333333,3.699833333333333,h5n1,H5N1,h3n2,H3N2,3.477,3.6091,0.15700000000000003,0.1982999999999997,373,3.57,3.683,-0.11299999999999999,0.11299999999999999,3.634,3.6091,0.0248999999999997,0.0248999999999997,3.477,3.8074,-0.3304,0.3304
pa,PA,145040-37-5,3.5546666666666664,3.9312000000000005,h3n2,H3N2,ph1n1,pH1N1,3.354,3.8307,0.33199999999999985,0.3014999999999999,374,3.624,3.8307,-0.2067000000000001,0.2067000000000001,3.354,4.1322,-0.7782,0.7782,3.686,3.8307,-0.14470000000000027,0.14470000000000027
pa,PA,179463-17-3,3.5483333333333333,3.6742666666666666,h5n1,H5N1,ph1n1,pH1N1,3.037,3.559,0.8080000000000003,0.34579999999999966,375,3.763,3.559,0.20399999999999974,0.20399999999999974,3.845,3.559,0.28600000000000003,0.28600000000000003,3.037,3.9048,-0.8677999999999999,0.8677999999999999
pa,PA,122647-32-9,3.532666666666667,3.5803666666666665,h5n1,H5N1,ph1n1,pH1N1,3.47,3.5014,0.10899999999999999,0.13690000000000024,376,3.579,3.5014,0.07760000000000034,0.07760000000000034,3.549,3.6014,-0.0524,0.0524,3.47,3.6383,-0.1682999999999999,0.1682999999999999
pa,PA,877399-52-5,3.514333333333333,4.111866666666667,h3n2,H3N2,h5n1,H5N1,3.086,3.64,0.698,0.7379000000000002,377,3.673,4.3779,-0.7049000000000003,0.7049000000000003,3.086,4.3177,-1.2317000000000005,1.2317000000000005,3.784,3.64,0.14399999999999968,0.14399999999999968
pa,PA,65-29-2,3.514333333333333,3.9014,ph1n1,pH1N1,ph1n1,pH1N1,3.475,3.7516,0.07299999999999995,0.22470000000000034,378,3.475,3.7516,-0.27659999999999973,0.27659999999999973,3.548,3.9763,-0.4283000000000001,0.4283000000000001,3.52,3.9763,-0.45630000000000015,0.45630000000000015
pa,PA,1104-22-9,3.5080000000000005,3.6332999999999998,h5n1,H5N1,ph1n1,pH1N1,3.12,3.4567,0.8279999999999998,0.3020999999999998,379,3.948,3.4567,0.49129999999999985,0.49129999999999985,3.456,3.6844,-0.22840000000000016,0.22840000000000016,3.12,3.7588,-0.6387999999999998,0.6387999999999998
pa,PA,549-18-8,3.492666666666667,3.656966666666667,ph1n1,pH1N1,h5n1,H5N1,3.318,3.4364,0.27300000000000013,0.6239999999999997,380,3.318,4.0604,-0.7423999999999995,0.7423999999999995,3.591,3.4741,0.11690000000000023,0.11690000000000023,3.569,3.4364,0.13260000000000005,0.13260000000000005
pa,PA,156-57-0,3.4793333333333334,3.6054333333333335,h5n1,H5N1,h3n2,H3N2,3.131,3.3465,0.5250000000000004,0.3884000000000003,381,3.651,3.7349,-0.08390000000000031,0.08390000000000031,3.656,3.3465,0.30950000000000033,0.30950000000000033,3.131,3.7349,-0.6039000000000003,0.6039000000000003
pa,PA,63-74-1,3.4723333333333337,3.429933333333333,h3n2,H3N2,h5n1,H5N1,3.18,3.284,0.5680000000000001,0.33740000000000014,382,3.489,3.3844,0.10460000000000003,0.10460000000000003,3.18,3.6214,-0.4413999999999998,0.4413999999999998,3.748,3.284,0.4640000000000004,0.4640000000000004
pa,PA,42924-53-8,3.421333333333333,3.7314666666666665,ph1n1,pH1N1,ph1n1,pH1N1,3.172,3.7244,0.6759999999999997,0.018899999999999917,383,3.172,3.7244,-0.5524,0.5524,3.244,3.7267,-0.4826999999999999,0.4826999999999999,3.848,3.7433,0.1046999999999998,0.1046999999999998
pa,PA,2062-78-4,3.417,3.5371,ph1n1,pH1N1,h3n2,H3N2,3.163,3.4492,0.661,0.26160000000000005,384,3.163,3.7108,-0.5478000000000001,0.5478000000000001,3.264,3.4492,-0.18520000000000003,0.18520000000000003,3.824,3.4513,0.37270000000000003,0.37270000000000003
pa,PA,93957-55-2,3.4126666666666665,3.6365000000000003,h3n2,H3N2,ph1n1,pH1N1,3.251,3.4108,0.4660000000000002,0.6771000000000003,385,3.27,3.4108,-0.14080000000000004,0.14080000000000004,3.251,4.0879,-0.8369000000000004,0.8369000000000004,3.717,3.4108,0.3062,0.3062
pa,PA,101-26-8,3.392666666666667,3.8719,h3n2,H3N2,ph1n1,pH1N1,3.208,3.7076,0.5219999999999998,0.4041999999999999,386,3.73,3.7076,0.022400000000000198,0.022400000000000198,3.208,3.7963,-0.5882999999999998,0.5882999999999998,3.24,4.1118,-0.8717999999999995,0.8717999999999995
pa,PA,721-50-6,3.3913333333333333,3.6134,ph1n1,pH1N1,h5n1,H5N1,3.113,3.4059,0.4590000000000001,0.31930000000000014,387,3.113,3.7252,-0.6122000000000001,0.6122000000000001,3.489,3.7091,-0.22009999999999996,0.22009999999999996,3.572,3.4059,0.16610000000000014,0.16610000000000014
pa,PA,82586-52-5,3.3906666666666663,4.035533333333333,ph1n1,pH1N1,ph1n1,pH1N1,3.174,3.6236,0.387,0.6179000000000001,388,3.174,3.6236,-0.4496000000000002,0.4496000000000002,3.561,4.2415,-0.6805000000000003,0.6805000000000003,3.437,4.2415,-0.8045000000000004,0.8045000000000004
pa,PA,64-75-5,3.3840000000000003,3.3475,ph1n1,pH1N1,h3n2,H3N2,3.089,3.2004,0.46099999999999985,0.4413,389,3.089,3.6417,-0.5527000000000002,0.5527000000000002,3.513,3.2004,0.31259999999999977,0.31259999999999977,3.55,3.2004,0.3495999999999997,0.3495999999999997
pa,PA,129497-78-5,3.3673333333333333,3.6536666666666666,ph1n1,pH1N1,h5n1,H5N1,3.014,3.0767,0.9040000000000004,0.9582000000000002,390,3.014,3.8494,-0.8354000000000004,0.8354000000000004,3.17,4.0349,-0.8649000000000004,0.8649000000000004,3.918,3.0767,0.8412999999999999,0.8412999999999999
pa,PA,51803-78-2,3.3433333333333337,3.5325333333333333,ph1n1,pH1N1,h5n1,H5N1,3.0,3.3743,0.6680000000000001,0.35630000000000006,391,3.0,3.4927,-0.49270000000000014,0.49270000000000014,3.362,3.7306,-0.3685999999999998,0.3685999999999998,3.668,3.3743,0.2937000000000003,0.2937000000000003
pa,PA,50-02-2,3.3320000000000003,3.8172666666666664,ph1n1,pH1N1,ph1n1,pH1N1,3.31,3.4448,0.06300000000000017,0.5587,392,3.31,3.4448,-0.1347999999999998,0.1347999999999998,3.313,4.0035,-0.6904999999999997,0.6904999999999997,3.373,4.0035,-0.6304999999999996,0.6304999999999996
pa,PA,33069-62-4,3.3059999999999996,3.4515666666666664,h3n2,H3N2,h3n2,H3N2,3.28,3.4429,0.05500000000000016,0.013000000000000345,393,3.303,3.4559,-0.15290000000000026,0.15290000000000026,3.28,3.4429,-0.16290000000000004,0.16290000000000004,3.335,3.4559,-0.12090000000000023,0.12090000000000023
pa,PA,532-03-6,3.3029999999999995,3.5044,h5n1,H5N1,h3n2,H3N2,3.052,3.419,0.48599999999999977,0.1553,394,3.319,3.5743,-0.2553000000000001,0.2553000000000001,3.538,3.419,0.11899999999999977,0.11899999999999977,3.052,3.5199,-0.46789999999999976,0.46789999999999976
pa,PA,137071-32-0,3.297,3.403233333333333,h3n2,H3N2,h3n2,H3N2,3.147,3.3344,0.359,0.1713,395,3.238,3.5057,-0.26770000000000005,0.26770000000000005,3.147,3.3344,-0.18740000000000023,0.18740000000000023,3.506,3.3696,0.13639999999999963,0.13639999999999963
pa,PA,62013-04-1,3.255333333333333,3.496,h5n1,H5N1,h5n1,H5N1,3.19,3.3978,0.1070000000000002,0.1473,396,3.297,3.5451,-0.2481,0.2481,3.279,3.5451,-0.2661000000000002,0.2661000000000002,3.19,3.3978,-0.2078000000000002,0.2078000000000002
pa,PA,83-12-5,3.2296666666666667,4.317933333333333,h3n2,H3N2,h5n1,H5N1,3.0,3.9904,0.476,0.49129999999999985,397,3.476,4.4817,-1.0057,1.0057,3.0,4.4817,-1.4817,1.4817,3.213,3.9904,-0.7774000000000001,0.7774000000000001
pa,PA,2627-69-2,3.217333333333334,3.4908,ph1n1,pH1N1,h5n1,H5N1,3.114,3.4388,0.20800000000000018,0.13200000000000012,398,3.114,3.5708,-0.4568000000000003,0.4568000000000003,3.216,3.4628,-0.2467999999999999,0.2467999999999999,3.322,3.4388,-0.11680000000000001,0.11680000000000001
pa,PA,72559-06-9,3.2006666666666668,3.4404,h5n1,H5N1,ph1n1,pH1N1,3.035,3.2897,0.44399999999999995,0.3964000000000003,399,3.088,3.2897,-0.20169999999999977,0.20169999999999977,3.479,3.3454,0.13359999999999994,0.13359999999999994,3.035,3.6861,-0.6511,0.6511
