dataset_label,dataset_display,id,target_a,target_b,strain_a,strain_b,strain_a_display,strain_b_display,strain_pair,label_pkd_a,label_pkd_b,pred_mean_a,pred_mean_b,observed_delta_pkd,predicted_delta_pkd,observed_pair_divergence,predicted_pair_divergence,delta_residual,abs_delta_error,outer_fold_a,outer_fold_b
na,NA,79794-75-5,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.638,3.853,3.7146,3.8472,-0.2150000000000003,-0.13260000000000005,0.2150000000000003,0.13260000000000005,-0.08240000000000025,0.08240000000000025,4.0,4.0
na,NA,8025-81-8,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.301,4.564,4.5133,4.7899,-0.2629999999999999,-0.2766000000000002,0.2629999999999999,0.2766000000000002,0.013600000000000279,0.013600000000000279,4.0,1.0
na,NA,81103-11-9,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.482,4.381,4.3679,4.0436,0.10099999999999998,0.32430000000000003,0.10099999999999998,0.32430000000000003,-0.22330000000000005,0.22330000000000005,2.0,2.0
na,NA,82586-52-5,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,6.128,5.673,5.4375,5.6612,0.45500000000000007,-0.2237,0.45500000000000007,0.2237,0.6787000000000001,0.6787000000000001,3.0,3.0
na,NA,83881-52-1,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.996,4.892,3.961,5.0725,-0.8960000000000004,-1.1115,0.8960000000000004,1.1115,0.21549999999999958,0.21549999999999958,1.0,1.0
na,NA,83905-01-5,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.632,4.039,4.2886,4.421,0.593,-0.13240000000000052,0.593,0.13240000000000052,0.7254000000000005,0.7254000000000005,2.0,1.0
na,NA,85371-64-8,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.272,5.012,4.0925,4.5843,-0.7399999999999993,-0.49179999999999957,0.7399999999999993,0.49179999999999957,-0.24819999999999975,0.24819999999999975,2.0,2.0
na,NA,865-21-4,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.576,4.682,4.4195,4.3302,-0.10600000000000076,0.0893000000000006,0.10600000000000076,0.0893000000000006,-0.19530000000000136,0.19530000000000136,2.0,2.0
na,NA,912-60-7,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.989,3.784,4.0604,4.2594,0.20500000000000007,-0.19900000000000073,0.20500000000000007,0.19900000000000073,0.4040000000000008,0.4040000000000008,1.0,2.0
na,NA,93957-55-2,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.423,6.056,5.1642,5.8181,-0.633,-0.6539000000000001,0.633,0.6539000000000001,0.02090000000000014,0.02090000000000014,0.0,2.0
na,NA,95635-55-5,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.532,4.014,3.7738,4.1682,-0.4820000000000002,-0.39439999999999964,0.4820000000000002,0.39439999999999964,-0.08760000000000057,0.08760000000000057,4.0,3.0
na,NA,959-24-0,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.284,4.806,4.4087,4.6665,-0.5220000000000002,-0.2578000000000005,0.5220000000000002,0.2578000000000005,-0.26419999999999977,0.26419999999999977,0.0,0.0
na,NA,96-50-4,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.0,3.748,3.3412,3.5731,-0.7480000000000002,-0.2319,0.7480000000000002,0.2319,-0.5161000000000002,0.5161000000000002,2.0,4.0
na,NA,96036-03-2,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.764,5.139,5.6633,4.6492,0.625,1.0140999999999991,0.625,1.0140999999999991,-0.3890999999999991,0.3890999999999991,3.0,0.0
na,NA,98-92-0,na_h3n2,na_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.24,3.477,3.3631,3.667,-0.23699999999999966,-0.3038999999999996,0.23699999999999966,0.3038999999999996,0.06689999999999996,0.06689999999999996,4.0,4.0
pa,PA,1004316-88-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.117,3.549,4.1123,3.6257,-0.43199999999999994,0.48660000000000014,0.43199999999999994,0.48660000000000014,-0.9186000000000001,0.9186000000000001,2.0,3.0
pa,PA,100643-71-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.921,3.687,4.5744,4.5744,0.23399999999999999,0.0,0.23399999999999999,0.0,0.23399999999999999,0.23399999999999999,4.0,4.0
pa,PA,101-26-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.73,3.208,3.7076,3.7963,0.5219999999999998,-0.08870000000000022,0.5219999999999998,0.08870000000000022,0.6107,0.6107,1.0,4.0
pa,PA,101477-54-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.994,4.309,4.3113,4.0428,-0.31499999999999995,0.2685000000000004,0.31499999999999995,0.2685000000000004,-0.5835000000000004,0.5835000000000004,1.0,4.0
pa,PA,101827-46-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.109,3.943,4.0221,4.1619,0.16599999999999993,-0.13980000000000015,0.16599999999999993,0.13980000000000015,0.30580000000000007,0.30580000000000007,3.0,4.0
pa,PA,103-16-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.721,5.466,5.1389,5.5153,0.2549999999999999,-0.3764000000000003,0.2549999999999999,0.3764000000000003,0.6314000000000002,0.6314000000000002,1.0,2.0
pa,PA,103177-37-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.938,5.105,5.0031,5.0031,-1.1670000000000003,0.0,1.1670000000000003,0.0,-1.1670000000000003,1.1670000000000003,1.0,1.0
pa,PA,10405-02-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.887,4.089,4.1429,3.9807,-0.2020000000000004,0.1621999999999999,0.2020000000000004,0.1621999999999999,-0.3642000000000003,0.3642000000000003,2.0,4.0
pa,PA,1041434-82-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.307,4.498,4.476,4.5888,-0.19099999999999984,-0.11280000000000001,0.19099999999999984,0.11280000000000001,-0.07819999999999983,0.07819999999999983,4.0,3.0
pa,PA,104227-87-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.124,4.987,4.529,4.529,0.13699999999999957,0.0,0.13699999999999957,0.0,0.13699999999999957,0.13699999999999957,2.0,2.0
pa,PA,104632-26-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.778,3.762,4.0599,3.9352,0.016000000000000014,0.12469999999999981,0.016000000000000014,0.12469999999999981,-0.1086999999999998,0.1086999999999998,0.0,1.0
pa,PA,105462-24-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.853,5.116,4.8253,4.7832,-0.2629999999999999,0.04210000000000047,0.2629999999999999,0.04210000000000047,-0.30510000000000037,0.30510000000000037,3.0,1.0
pa,PA,105816-04-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.773,4.743,4.7703,5.7631,1.0299999999999994,-0.9927999999999999,1.0299999999999994,0.9927999999999999,2.0227999999999993,2.0227999999999993,1.0,0.0
pa,PA,106266-06-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.318,4.954,4.8506,4.6435,-0.6360000000000001,0.20709999999999962,0.6360000000000001,0.20709999999999962,-0.8430999999999997,0.8430999999999997,4.0,2.0
pa,PA,106308-44-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.842,4.732,4.8046,4.2456,-0.8900000000000001,0.5590000000000002,0.8900000000000001,0.5590000000000002,-1.4490000000000003,1.4490000000000003,4.0,0.0
pa,PA,106685-40-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.656,4.145,4.2961,3.9265,-0.48899999999999944,0.36960000000000015,0.48899999999999944,0.36960000000000015,-0.8585999999999996,0.8585999999999996,3.0,2.0
pa,PA,1069-66-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.24,5.131,5.1327,5.0197,0.10899999999999999,0.11299999999999955,0.10899999999999999,0.11299999999999955,-0.0039999999999995595,0.0039999999999995595,3.0,1.0
pa,PA,107-35-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.324,4.564,4.1827,4.1827,-0.2400000000000002,0.0,0.2400000000000002,0.0,-0.2400000000000002,0.2400000000000002,3.0,3.0
pa,PA,1070-11-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.127,4.124,4.4796,4.4796,0.0030000000000001137,0.0,0.0030000000000001137,0.0,0.0030000000000001137,0.0030000000000001137,2.0,2.0
pa,PA,107133-36-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.6,4.983,4.9516,4.7541,-0.383,0.1974999999999998,0.383,0.1974999999999998,-0.5804999999999998,0.5804999999999998,3.0,4.0
pa,PA,107724-20-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.131,4.081,4.6883,4.2372,0.04999999999999982,0.4511000000000003,0.04999999999999982,0.4511000000000003,-0.40110000000000046,0.40110000000000046,4.0,2.0
pa,PA,108341-18-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.207,4.51,4.7315,4.518,-0.30299999999999994,0.2134999999999998,0.30299999999999994,0.2134999999999998,-0.5164999999999997,0.5164999999999997,4.0,1.0
pa,PA,1104-22-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.948,3.456,3.4567,3.6844,0.492,-0.2277,0.492,0.2277,0.7197,0.7197,3.0,2.0
pa,PA,111406-87-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.945,3.544,4.3535,4.3535,0.4009999999999998,0.0,0.4009999999999998,0.0,0.4009999999999998,0.4009999999999998,0.0,0.0
pa,PA,1115-70-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.419,3.675,4.1243,3.6778,-0.2559999999999998,0.4464999999999999,0.2559999999999998,0.4464999999999999,-0.7024999999999997,0.7024999999999997,2.0,1.0
pa,PA,111974-72-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.28,4.663,4.5597,4.517,-0.383,0.04269999999999996,0.383,0.04269999999999996,-0.42569999999999997,0.42569999999999997,1.0,0.0
pa,PA,112529-15-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.712,6.45,5.8891,6.3729,0.26199999999999957,-0.48379999999999956,0.26199999999999957,0.48379999999999956,0.7457999999999991,0.7457999999999991,3.0,1.0
pa,PA,112809-51-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.374,3.818,3.9381,4.044,-0.44399999999999995,-0.10589999999999966,0.44399999999999995,0.10589999999999966,-0.3381000000000003,0.3381000000000003,1.0,3.0
pa,PA,112885-42-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.772,5.1,5.1931,5.804,0.6720000000000006,-0.6109,0.6720000000000006,0.6109,1.2829000000000006,1.2829000000000006,2.0,0.0
pa,PA,113-59-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.226,3.887,5.4191,5.4191,0.33899999999999997,0.0,0.33899999999999997,0.0,0.33899999999999997,0.33899999999999997,1.0,1.0
pa,PA,113-92-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.879,4.156,4.5863,4.5863,-0.2769999999999997,0.0,0.2769999999999997,0.0,-0.2769999999999997,0.2769999999999997,1.0,1.0
pa,PA,113852-37-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.783,4.222,4.6073,4.6073,1.561,0.0,1.561,0.0,1.561,1.561,0.0,0.0
pa,PA,115256-11-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.013,4.272,4.6217,4.7895,0.7409999999999997,-0.16780000000000062,0.7409999999999997,0.16780000000000062,0.9088000000000003,0.9088000000000003,4.0,3.0
pa,PA,1156-19-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.522,4.395,4.4341,4.3976,0.12700000000000067,0.0365000000000002,0.12700000000000067,0.0365000000000002,0.09050000000000047,0.09050000000000047,2.0,0.0
pa,PA,117-37-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.082,6.052,5.1737,4.0767,-1.9699999999999998,1.0970000000000004,1.9699999999999998,1.0970000000000004,-3.067,3.067,4.0,1.0
pa,PA,118072-93-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.901,4.06,4.5136,4.5136,-0.1589999999999998,0.0,0.1589999999999998,0.0,-0.1589999999999998,0.1589999999999998,3.0,3.0
pa,PA,119413-54-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.661,5.22,5.0779,4.6574,-0.5590000000000002,0.42049999999999965,0.5590000000000002,0.42049999999999965,-0.9794999999999998,0.9794999999999998,3.0,0.0
pa,PA,1195765-45-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.955,3.36,4.2815,4.6446,0.5950000000000002,-0.3630999999999993,0.5950000000000002,0.3630999999999993,0.9580999999999995,0.9580999999999995,3.0,2.0
pa,PA,120-97-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.495,3.771,4.3042,4.3042,-0.2759999999999998,0.0,0.2759999999999998,0.0,-0.2759999999999998,0.2759999999999998,3.0,3.0
pa,PA,120011-70-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.493,3.541,4.4961,4.9701,1.9520000000000004,-0.4740000000000002,1.9520000000000004,0.4740000000000002,2.4260000000000006,2.4260000000000006,1.0,0.0
pa,PA,120202-66-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.993,6.525,5.7941,4.4371,-0.532,1.3570000000000002,0.532,1.3570000000000002,-1.8890000000000002,1.8890000000000002,4.0,1.0
pa,PA,120511-73-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.937,4.687,4.9514,4.9514,0.25,0.0,0.25,0.0,0.25,0.25,2.0,2.0
pa,PA,122111-03-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.075,4.714,4.4167,4.9446,0.36099999999999977,-0.5279000000000007,0.36099999999999977,0.5279000000000007,0.8889000000000005,0.8889000000000005,3.0,4.0
pa,PA,122320-73-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.347,4.542,5.3249,5.3249,-0.1949999999999994,0.0,0.1949999999999994,0.0,-0.1949999999999994,0.1949999999999994,0.0,0.0
pa,PA,122647-32-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.579,3.549,3.5014,3.6014,0.03000000000000025,-0.10000000000000009,0.03000000000000025,0.10000000000000009,0.13000000000000034,0.13000000000000034,0.0,3.0
pa,PA,122883-93-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.104,5.688,5.1141,4.9141,-0.5839999999999996,0.1999999999999993,0.5839999999999996,0.1999999999999993,-0.7839999999999989,0.7839999999999989,3.0,2.0
pa,PA,1247-42-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.853,6.445,5.6544,5.6378,-0.5920000000000005,0.016599999999999504,0.5920000000000005,0.016599999999999504,-0.6086,0.6086,3.0,2.0
pa,PA,124750-99-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.628,4.792,4.7861,4.771,-0.1639999999999997,0.015100000000000335,0.1639999999999997,0.015100000000000335,-0.17910000000000004,0.17910000000000004,1.0,3.0
pa,PA,124937-52-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.249,4.47,4.5409,4.2676,-0.22100000000000009,0.2732999999999999,0.22100000000000009,0.2732999999999999,-0.49429999999999996,0.49429999999999996,3.0,0.0
pa,PA,125-84-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.768,4.112,4.8111,4.839,0.6559999999999997,-0.027900000000000702,0.6559999999999997,0.027900000000000702,0.6839000000000004,0.6839000000000004,0.0,2.0
pa,PA,1263-89-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.706,3.824,3.9623,3.9761,-0.11799999999999988,-0.013800000000000257,0.11799999999999988,0.013800000000000257,-0.10419999999999963,0.10419999999999963,3.0,2.0
pa,PA,1264-62-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.616,3.575,3.7631,3.7282,0.040999999999999925,0.03489999999999993,0.040999999999999925,0.03489999999999993,0.006099999999999994,0.006099999999999994,0.0,2.0
pa,PA,127-07-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.918,4.143,4.3411,4.0885,-0.22499999999999964,0.25260000000000016,0.22499999999999964,0.25260000000000016,-0.4775999999999998,0.4775999999999998,3.0,0.0
pa,PA,127-56-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.017,6.109,4.9216,4.9216,-0.09199999999999964,0.0,0.09199999999999964,0.0,-0.09199999999999964,0.09199999999999964,4.0,4.0
pa,PA,127-79-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.284,4.02,4.2798,4.3373,0.26400000000000023,-0.05750000000000011,0.26400000000000023,0.05750000000000011,0.32150000000000034,0.32150000000000034,0.0,1.0
pa,PA,128794-94-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.972,3.864,3.9572,4.3704,0.1080000000000001,-0.41320000000000023,0.1080000000000001,0.41320000000000023,0.5212000000000003,0.5212000000000003,1.0,2.0
pa,PA,129101-54-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.41,4.186,4.2372,4.5116,0.2240000000000002,-0.2744,0.2240000000000002,0.2744,0.4984000000000002,0.4984000000000002,0.0,4.0
pa,PA,129497-78-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.014,3.17,3.8494,4.0349,-0.15600000000000014,-0.18550000000000022,0.15600000000000014,0.18550000000000022,0.02950000000000008,0.02950000000000008,3.0,2.0
pa,PA,129722-12-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.988,4.225,5.0075,4.9442,0.7630000000000008,0.06329999999999991,0.7630000000000008,0.06329999999999991,0.6997000000000009,0.6997000000000009,0.0,2.0
pa,PA,130-61-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.02,4.021,4.5499,4.6091,-0.001000000000000334,-0.0591999999999997,0.001000000000000334,0.0591999999999997,0.05819999999999936,0.05819999999999936,1.0,0.0
pa,PA,13010-47-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.706,5.764,5.5582,5.4764,-0.05799999999999983,0.08180000000000032,0.05799999999999983,0.08180000000000032,-0.13980000000000015,0.13980000000000015,1.0,4.0
pa,PA,132-17-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.217,4.059,4.3764,4.3764,0.15799999999999947,0.0,0.15799999999999947,0.0,0.15799999999999947,0.15799999999999947,2.0,2.0
pa,PA,132-18-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.57,3.634,3.683,3.6091,-0.06400000000000006,0.07389999999999963,0.06400000000000006,0.07389999999999963,-0.1378999999999997,0.1378999999999997,2.0,1.0
pa,PA,132539-06-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.191,4.361,4.5194,4.5194,-0.16999999999999993,0.0,0.16999999999999993,0.0,-0.16999999999999993,0.16999999999999993,0.0,0.0
pa,PA,13292-46-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.617,3.497,3.7076,3.7076,0.1200000000000001,0.0,0.1200000000000001,0.0,0.1200000000000001,0.1200000000000001,4.0,4.0
pa,PA,133-67-5,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,6.19,4.572,4.5078,5.04,1.6180000000000003,-0.5322000000000005,1.6180000000000003,0.5322000000000005,2.1502000000000008,2.1502000000000008,2.0,1.0
pa,PA,133099-07-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.489,4.391,4.7197,4.7197,0.09799999999999986,0.0,0.09799999999999986,0.0,0.09799999999999986,0.09799999999999986,1.0,1.0
pa,PA,133454-47-4,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.536,4.786,4.8994,4.6656,-0.25,0.23379999999999956,0.25,0.23379999999999956,-0.48379999999999956,0.48379999999999956,1.0,4.0
pa,PA,134308-13-7,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.075,4.569,4.5768,4.3056,-0.4939999999999998,0.27120000000000033,0.4939999999999998,0.27120000000000033,-0.7652000000000001,0.7652000000000001,3.0,1.0
pa,PA,134523-03-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.691,5.333,4.2587,4.2587,0.35799999999999965,0.0,0.35799999999999965,0.0,0.35799999999999965,0.35799999999999965,2.0,2.0
pa,PA,135729-62-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.879,4.404,4.496,4.8533,0.47499999999999964,-0.3572999999999995,0.47499999999999964,0.3572999999999995,0.8322999999999992,0.8322999999999992,0.0,3.0
pa,PA,136-40-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.264,4.629,4.3924,3.9769,-0.3649999999999993,0.4155000000000002,0.3649999999999993,0.4155000000000002,-0.7804999999999995,0.7804999999999995,2.0,3.0
pa,PA,136572-09-3,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.077,3.786,4.2018,4.2018,0.2909999999999999,0.0,0.2909999999999999,0.0,0.2909999999999999,0.2909999999999999,1.0,1.0
pa,PA,137-58-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.618,3.991,4.3232,5.1887,1.6270000000000002,-0.8654999999999999,1.6270000000000002,0.8654999999999999,2.4925,2.4925,2.0,4.0
pa,PA,137071-32-0,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.238,3.147,3.5057,3.3344,0.09100000000000019,0.1713,0.09100000000000019,0.1713,-0.08029999999999982,0.08029999999999982,2.0,3.0
pa,PA,138402-11-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.757,4.855,4.9343,4.8365,-0.09800000000000075,0.09780000000000033,0.09800000000000075,0.09780000000000033,-0.19580000000000108,0.19580000000000108,3.0,4.0
pa,PA,138530-94-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.115,5.22,5.2052,5.1454,-0.10499999999999954,0.05979999999999919,0.10499999999999954,0.05979999999999919,-0.16479999999999873,0.16479999999999873,0.0,2.0
pa,PA,138926-19-9,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.712,4.629,4.664,4.6166,0.08300000000000018,0.047399999999999665,0.08300000000000018,0.047399999999999665,0.03560000000000052,0.03560000000000052,2.0,3.0
pa,PA,139110-80-8,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.432,4.477,4.3585,4.3585,-0.04499999999999993,0.0,0.04499999999999993,0.0,-0.04499999999999993,0.04499999999999993,0.0,0.0
pa,PA,140462-76-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.771,4.134,4.6253,5.0607,0.6369999999999996,-0.43539999999999957,0.6369999999999996,0.43539999999999957,1.0723999999999991,1.0723999999999991,2.0,1.0
pa,PA,141-90-2,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.925,4.993,4.9468,4.6569,-0.0680000000000005,0.2898999999999994,0.0680000000000005,0.2898999999999994,-0.3578999999999999,0.3578999999999999,1.0,0.0
pa,PA,141505-33-1,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,5.584,4.37,4.7749,4.708,1.2139999999999995,0.06689999999999952,1.2139999999999995,0.06689999999999952,1.1471,1.1471,0.0,3.0
pa,PA,141625-93-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,4.554,4.176,4.0496,4.9691,0.3780000000000001,-0.9195000000000002,0.3780000000000001,0.9195000000000002,1.2975000000000003,1.2975000000000003,2.0,1.0
pa,PA,142340-99-6,pa_ph1n1,pa_h3n2,ph1n1,h3n2,pH1N1,H3N2,pH1N1 - H3N2,3.621,5.571,3.7971,3.7971,-1.9499999999999997,0.0,1.9499999999999997,0.0,-1.9499999999999997,1.9499999999999997,1.0,1.0
