dataset_label,dataset_display,id,predicted_mean_pkd,predicted_middle_pkd,predicted_max_pkd,worst_strain,worst_strain_display,worst_strain_pred_pkd,predicted_strain_range,in_experimental_data_any,pred_mean_ph1n1,pred_mean_h3n2,pred_mean_h5n1
na,NA,33342-05-1,4.2612,4.3413,4.3998,ph1n1,pH1N1,4.0425,0.3572999999999995,1,4.0425,4.3413,4.3998
na,NA,83919-23-7,4.230433333333334,4.1419,4.5088,h5n1,H5N1,4.0406,0.4681999999999995,0,4.5088,4.1419,4.0406
na,NA,101477-54-7,4.2255666666666665,4.1369,4.5005,ph1n1,pH1N1,4.0393,0.46119999999999983,1,4.0393,4.1369,4.5005
na,NA,54-85-3,4.375466666666667,4.3944,4.6929,h3n2,H3N2,4.0391,0.6537999999999995,1,4.3944,4.0391,4.6929
na,NA,139404-48-1,4.385233333333333,4.54,4.5768,h3n2,H3N2,4.0389,0.5379000000000005,1,4.5768,4.0389,4.54
na,NA,13392-28-4,4.186933333333333,4.2239,4.2986,h5n1,H5N1,4.0383,0.26030000000000086,0,4.2986,4.2239,4.0383
na,NA,63-92-3,4.164366666666666,4.1044,4.3525,h3n2,H3N2,4.0362,0.3163,1,4.1044,4.0362,4.3525
na,NA,125-84-8,4.523633333333334,4.6927,4.8429,h5n1,H5N1,4.0353,0.8075999999999999,0,4.6927,4.8429,4.0353
na,NA,148-79-8,4.2421999999999995,4.1569,4.5357,h3n2,H3N2,4.034,0.5017000000000005,0,4.1569,4.034,4.5357
na,NA,23288-49-5,4.611533333333333,4.6432,5.1575,h3n2,H3N2,4.0339,1.1235999999999997,1,5.1575,4.0339,4.6432
na,NA,635702-64-6,4.1016,4.0853,4.1869,h3n2,H3N2,4.0326,0.15429999999999922,1,4.0853,4.0326,4.1869
na,NA,461-05-2,4.2989,4.2879,4.5764,h5n1,H5N1,4.0324,0.5439999999999996,0,4.2879,4.5764,4.0324
na,NA,320-67-2,4.2062,4.105,4.4812,h5n1,H5N1,4.0324,0.4488000000000003,1,4.105,4.4812,4.0324
na,NA,53-43-0,4.202166666666667,4.217,4.3572,ph1n1,pH1N1,4.0323,0.3248999999999995,1,4.0323,4.3572,4.217
na,NA,51-56-9,4.301266666666667,4.3146,4.5582,h5n1,H5N1,4.031,0.5272000000000006,1,4.3146,4.5582,4.031
na,NA,81110-73-8,4.264133333333333,4.3698,4.3916,h3n2,H3N2,4.031,0.3606000000000007,0,4.3916,4.031,4.3698
na,NA,183319-69-9,4.2729,4.3106,4.478,h3n2,H3N2,4.0301,0.44789999999999974,0,4.3106,4.0301,4.478
na,NA,196597-26-9,4.135633333333334,4.0637,4.3131,h3n2,H3N2,4.0301,0.28300000000000036,1,4.0637,4.0301,4.3131
na,NA,66357-59-3,4.164833333333333,4.1839,4.281,ph1n1,pH1N1,4.0296,0.2513999999999994,1,4.0296,4.1839,4.281
na,NA,2627-69-2,4.073466666666667,4.087,4.1045,h5n1,H5N1,4.0289,0.07559999999999967,0,4.087,4.1045,4.0289
na,NA,136-47-0,4.0614,4.0369,4.1186,h5n1,H5N1,4.0287,0.08990000000000009,1,4.0369,4.1186,4.0287
na,NA,356-12-7,4.201866666666667,4.1285,4.4489,h5n1,H5N1,4.0282,0.4207000000000001,1,4.1285,4.4489,4.0282
na,NA,79-83-4,4.340866666666667,4.4396,4.5556,ph1n1,pH1N1,4.0274,0.5282,0,4.0274,4.4396,4.5556
na,NA,22071-15-4,4.375166666666666,4.3639,4.736,h3n2,H3N2,4.0256,0.7103999999999999,1,4.3639,4.0256,4.736
na,NA,132203-70-4,4.171466666666666,4.1272,4.3629,h3n2,H3N2,4.0243,0.33859999999999957,1,4.1272,4.0243,4.3629
na,NA,36791-04-5,4.146633333333334,4.1891,4.2266,h3n2,H3N2,4.0242,0.2023999999999999,0,4.2266,4.0242,4.1891
na,NA,183320-51-6,4.298100000000001,4.1543,4.7163,h3n2,H3N2,4.0237,0.6926000000000005,0,4.1543,4.0237,4.7163
na,NA,155141-29-0,4.5366333333333335,4.4098,5.1767,h3n2,H3N2,4.0234,1.1533000000000007,1,4.4098,4.0234,5.1767
na,NA,5560-59-8,4.247966666666667,4.1513,4.5694,h3n2,H3N2,4.0232,0.5461999999999998,1,4.1513,4.0232,4.5694
na,NA,34580-14-8,4.095166666666667,4.115,4.1483,ph1n1,pH1N1,4.0222,0.1261000000000001,1,4.0222,4.115,4.1483
na,NA,144060-53-7,4.392600000000001,4.4291,4.729,h3n2,H3N2,4.0197,0.7092999999999998,1,4.4291,4.0197,4.729
na,NA,50-35-1,4.2124999999999995,4.2966,4.3214,h3n2,H3N2,4.0195,0.30189999999999984,1,4.2966,4.0195,4.3214
na,NA,168626-94-6,4.250733333333334,4.163,4.5703,h3n2,H3N2,4.0189,0.5513999999999992,1,4.163,4.0189,4.5703
na,NA,148849-67-6,4.209133333333333,4.2646,4.3446,h3n2,H3N2,4.0182,0.3263999999999996,1,4.2646,4.0182,4.3446
na,NA,15307-79-6,4.235233333333333,4.1111,4.5791,ph1n1,pH1N1,4.0155,0.5636000000000001,0,4.0155,4.1111,4.5791
na,NA,66104-23-2,4.1062666666666665,4.1031,4.2008,h3n2,H3N2,4.0149,0.18590000000000018,0,4.1031,4.0149,4.2008
na,NA,171228-49-2,4.605900000000001,4.4056,5.3974,h3n2,H3N2,4.0147,1.3826999999999998,1,4.4056,4.0147,5.3974
na,NA,17321-77-6,4.271966666666667,4.2063,4.5964,ph1n1,pH1N1,4.0132,0.5831999999999997,1,4.0132,4.2063,4.5964
na,NA,77883-43-3,4.399233333333334,4.3478,4.8371,h3n2,H3N2,4.0128,0.8243,1,4.3478,4.0128,4.8371
na,NA,541-22-0,4.275566666666666,4.2346,4.5798,ph1n1,pH1N1,4.0123,0.5674999999999999,1,4.0123,4.5798,4.2346
na,NA,80214-83-1,4.0624,4.0427,4.1341,ph1n1,pH1N1,4.0104,0.12370000000000037,0,4.0104,4.0427,4.1341
na,NA,38304-91-5,4.075066666666667,4.0301,4.185,h5n1,H5N1,4.0101,0.17489999999999917,1,4.185,4.0301,4.0101
na,NA,64872-77-1,4.360366666666667,4.4241,4.6472,h3n2,H3N2,4.0098,0.6373999999999995,1,4.6472,4.0098,4.4241
na,NA,79307-93-0,4.361666666666666,4.4999,4.5754,h3n2,H3N2,4.0097,0.5657000000000005,1,4.4999,4.0097,4.5754
na,NA,113-92-8,4.394866666666666,4.4713,4.7038,h5n1,H5N1,4.0095,0.6943000000000001,0,4.4713,4.7038,4.0095
na,NA,36653-82-4,4.055866666666667,4.0665,4.0921,h5n1,H5N1,4.009,0.08309999999999995,1,4.0921,4.0665,4.009
na,NA,5875-06-9,4.063033333333333,4.0691,4.1118,ph1n1,pH1N1,4.0082,0.10359999999999925,1,4.0082,4.0691,4.1118
na,NA,126-27-2,4.309766666666667,4.2575,4.6651,h3n2,H3N2,4.0067,0.6583999999999994,1,4.2575,4.0067,4.6651
na,NA,64490-92-2,4.269466666666666,4.3563,4.4466,h3n2,H3N2,4.0055,0.4411000000000005,1,4.4466,4.0055,4.3563
na,NA,186826-86-8,4.230733333333333,4.2756,4.4113,ph1n1,pH1N1,4.0053,0.4059999999999997,1,4.0053,4.2756,4.4113
na,NA,57-66-9,4.207933333333333,4.2405,4.3802,h5n1,H5N1,4.0031,0.37710000000000043,1,4.2405,4.3802,4.0031
na,NA,54-71-7,4.037966666666667,4.0016,4.1113,ph1n1,pH1N1,4.001,0.11029999999999962,0,4.001,4.0016,4.1113
na,NA,106266-06-2,4.3331,4.2638,4.7347,ph1n1,pH1N1,4.0008,0.7339000000000002,1,4.0008,4.7347,4.2638
na,NA,124937-52-6,4.2784,4.2662,4.5695,ph1n1,pH1N1,3.9995,0.5699999999999998,0,3.9995,4.5695,4.2662
na,NA,439081-18-2,4.425999999999999,4.6007,4.6785,h3n2,H3N2,3.9988,0.6796999999999995,1,4.6007,3.9988,4.6785
na,NA,834-28-6,4.345666666666666,4.3682,4.6709,h5n1,H5N1,3.9979,0.6729999999999996,1,4.6709,4.3682,3.9979
na,NA,6493-05-6,4.4181,4.5665,4.6902,h3n2,H3N2,3.9976,0.6926000000000001,1,4.6902,3.9976,4.5665
na,NA,73590-58-6,4.140266666666666,4.0029,4.4205,ph1n1,pH1N1,3.9974,0.4230999999999998,0,3.9974,4.0029,4.4205
na,NA,4342-03-4,4.118433333333333,4.1011,4.2614,h5n1,H5N1,3.9928,0.26860000000000017,1,4.1011,4.2614,3.9928
na,NA,2135-17-3,4.1140333333333325,4.0218,4.3285,ph1n1,pH1N1,3.9918,0.3367,0,3.9918,4.3285,4.0218
na,NA,143388-64-1,4.1468,4.2148,4.234,h3n2,H3N2,3.9916,0.24239999999999995,1,4.234,3.9916,4.2148
na,NA,329-65-7,4.188033333333333,4.0313,4.5414,h3n2,H3N2,3.9914,0.5500000000000003,1,4.0313,3.9914,4.5414
na,NA,129938-20-1,4.155,4.2218,4.2532,ph1n1,pH1N1,3.99,0.26319999999999943,1,3.99,4.2218,4.2532
na,NA,392-17-7,4.176333333333333,4.2356,4.3037,ph1n1,pH1N1,3.9897,0.31400000000000006,1,3.9897,4.3037,4.2356
na,NA,82571-53-7,4.048666666666667,4.0017,4.1583,ph1n1,pH1N1,3.986,0.17229999999999945,1,3.986,4.0017,4.1583
na,NA,135062-02-1,4.094533333333334,4.0007,4.2972,h3n2,H3N2,3.9857,0.3115000000000001,0,4.0007,3.9857,4.2972
na,NA,81161-17-3,4.1427000000000005,4.1026,4.341,ph1n1,pH1N1,3.9845,0.35650000000000004,1,3.9845,4.341,4.1026
na,NA,132-65-0,4.264466666666667,4.3144,4.495,h3n2,H3N2,3.984,0.5110000000000001,0,4.3144,3.984,4.495
na,NA,969-33-5,4.215333333333333,4.1688,4.4933,ph1n1,pH1N1,3.9839,0.5093999999999994,1,3.9839,4.1688,4.4933
na,NA,133454-47-4,4.1658,4.0208,4.4945,h3n2,H3N2,3.9821,0.5124000000000004,0,4.0208,3.9821,4.4945
na,NA,78712-43-3,4.109033333333333,4.0675,4.2795,h3n2,H3N2,3.9801,0.29939999999999944,0,4.0675,3.9801,4.2795
na,NA,57149-07-2,4.055266666666667,4.0149,4.1715,h3n2,H3N2,3.9794,0.19209999999999994,1,4.0149,3.9794,4.1715
na,NA,274901-16-5,4.096033333333334,4.1442,4.1694,ph1n1,pH1N1,3.9745,0.19490000000000052,1,3.9745,4.1694,4.1442
na,NA,78415-72-2,4.116433333333333,4.0997,4.2761,ph1n1,pH1N1,3.9735,0.30259999999999954,1,3.9735,4.0997,4.2761
na,NA,51-43-4,4.254266666666667,4.1068,4.6828,h3n2,H3N2,3.9732,0.7096000000000005,1,4.6828,3.9732,4.1068
na,NA,452-35-7,4.258,4.3204,4.4818,h3n2,H3N2,3.9718,0.5099999999999998,1,4.4818,3.9718,4.3204
na,NA,980-71-2,4.233466666666666,4.1134,4.6156,h5n1,H5N1,3.9714,0.6441999999999997,1,4.1134,4.6156,3.9714
na,NA,23674-86-4,4.296966666666667,4.1687,4.755,ph1n1,pH1N1,3.9672,0.7877999999999998,1,3.9672,4.755,4.1687
na,NA,208255-80-5,4.064633333333333,3.9707,4.2562,h3n2,H3N2,3.967,0.2891999999999997,1,3.9707,3.967,4.2562
na,NA,21187-98-4,4.085633333333333,4.1002,4.1914,h5n1,H5N1,3.9653,0.22609999999999975,0,4.1002,4.1914,3.9653
na,NA,62-97-5,4.258933333333334,4.3078,4.5045,h3n2,H3N2,3.9645,0.54,1,4.3078,3.9645,4.5045
na,NA,21679-14-1,4.1116,4.1633,4.207,ph1n1,pH1N1,3.9645,0.24249999999999972,1,3.9645,4.1633,4.207
na,NA,51-42-3,4.244866666666667,4.1195,4.6508,h3n2,H3N2,3.9643,0.6865000000000001,1,4.6508,3.9643,4.1195
na,NA,21256-18-8,4.4433,4.5922,4.7749,h3n2,H3N2,3.9628,0.8120999999999996,1,4.5922,3.9628,4.7749
na,NA,93106-60-6,4.1098,4.0153,4.3533,h3n2,H3N2,3.9608,0.39250000000000007,1,4.0153,3.9608,4.3533
na,NA,58-85-5,4.159833333333334,4.205,4.3161,h5n1,H5N1,3.9584,0.35769999999999946,1,4.3161,4.205,3.9584
na,NA,56-47-3,4.132366666666667,4.2023,4.2369,h3n2,H3N2,3.9579,0.27900000000000036,0,4.2023,3.9579,4.2369
na,NA,2030-63-9,4.2451,4.1743,4.6057,h3n2,H3N2,3.9553,0.6503999999999999,1,4.1743,3.9553,4.6057
na,NA,147-24-0,4.105666666666667,4.1097,4.2524,h3n2,H3N2,3.9549,0.2974999999999999,1,4.1097,3.9549,4.2524
na,NA,3094-09-5,4.001833333333333,3.9865,4.0678,h3n2,H3N2,3.9512,0.11660000000000004,1,4.0678,3.9512,3.9865
na,NA,389-08-2,4.188933333333334,4.096,4.5212,h3n2,H3N2,3.9496,0.5716000000000001,1,4.096,3.9496,4.5212
na,NA,97-77-8,3.972766666666667,3.9519,4.0192,ph1n1,pH1N1,3.9472,0.07199999999999962,1,3.9472,4.0192,3.9519
na,NA,446-86-6,4.065633333333333,4.1083,4.1418,ph1n1,pH1N1,3.9468,0.19499999999999984,1,3.9468,4.1418,4.1083
na,NA,10402-53-6,3.9906666666666664,3.9779,4.048,h3n2,H3N2,3.9461,0.1019000000000001,1,4.048,3.9461,3.9779
na,NA,25812-30-0,4.2773666666666665,4.122,4.7655,ph1n1,pH1N1,3.9446,0.8209000000000004,0,3.9446,4.122,4.7655
na,NA,138112-76-2,4.185133333333333,4.1693,4.4426,h3n2,H3N2,3.9435,0.4990999999999999,0,4.1693,3.9435,4.4426
na,NA,155-41-9,4.197266666666667,3.9841,4.6677,ph1n1,pH1N1,3.94,0.7277,0,3.94,4.6677,3.9841
na,NA,37693-01-9,4.086433333333333,4.1441,4.1772,ph1n1,pH1N1,3.938,0.23919999999999986,1,3.938,4.1772,4.1441
na,NA,24168-96-5,4.2303,4.3287,4.4256,ph1n1,pH1N1,3.9366,0.4890000000000003,0,3.9366,4.3287,4.4256
na,NA,156-57-0,3.960933333333333,3.9606,3.9886,h3n2,H3N2,3.9336,0.054999999999999716,1,3.9606,3.9336,3.9886
na,NA,113-59-7,4.2524,4.3891,4.4354,h3n2,H3N2,3.9327,0.5026999999999995,1,4.3891,3.9327,4.4354
na,NA,69-65-8,4.2343,4.3561,4.4146,h3n2,H3N2,3.9322,0.48240000000000016,1,4.3561,3.9322,4.4146
na,NA,59-87-0,4.0489999999999995,4.0493,4.1657,h3n2,H3N2,3.932,0.23370000000000024,0,4.1657,3.932,4.0493
na,NA,103177-37-3,4.041066666666667,3.938,4.2545,h3n2,H3N2,3.9307,0.3238000000000003,1,3.938,3.9307,4.2545
na,NA,5189-11-7,4.060666666666666,3.9961,4.2573,h5n1,H5N1,3.9286,0.3287,0,3.9961,4.2573,3.9286
na,NA,25332-39-2,4.0719,4.0322,4.2553,h3n2,H3N2,3.9282,0.32710000000000017,0,4.0322,3.9282,4.2553
na,NA,78439-06-2,4.188533333333333,4.2532,4.3843,h5n1,H5N1,3.9281,0.4561999999999995,0,4.2532,4.3843,3.9281
na,NA,661-19-8,3.9614,3.9316,4.0249,h3n2,H3N2,3.9277,0.09719999999999951,1,3.9316,3.9277,4.0249
na,NA,83881-52-1,4.639066666666667,4.9256,5.0651,h3n2,H3N2,3.9265,1.1386000000000003,1,5.0651,3.9265,4.9256
na,NA,849217-68-1,4.239833333333333,4.3719,4.4217,h3n2,H3N2,3.9259,0.49580000000000046,1,4.4217,3.9259,4.3719
na,NA,636-54-4,4.130999999999999,4.1209,4.3506,h5n1,H5N1,3.9215,0.42910000000000004,1,4.1209,4.3506,3.9215
na,NA,6284-40-8,4.119000000000001,4.1014,4.3345,ph1n1,pH1N1,3.9211,0.4134000000000002,1,3.9211,4.1014,4.3345
na,NA,521-78-8,3.9933666666666667,3.976,4.0834,ph1n1,pH1N1,3.9207,0.16270000000000007,1,3.9207,3.976,4.0834
na,NA,123040-16-4,4.007433333333334,3.9752,4.1274,h3n2,H3N2,3.9197,0.20769999999999955,1,4.1274,3.9197,3.9752
na,NA,132-20-7,4.189533333333333,4.3033,4.3461,h5n1,H5N1,3.9192,0.42689999999999984,0,4.3033,4.3461,3.9192
na,NA,51803-78-2,4.5375,4.8238,4.8706,h3n2,H3N2,3.9181,0.9524999999999997,0,4.8706,3.9181,4.8238
na,NA,550-99-2,4.0295,4.0503,4.122,ph1n1,pH1N1,3.9162,0.20579999999999998,0,3.9162,4.0503,4.122
na,NA,343-55-5,4.167833333333333,4.0007,4.5872,h5n1,H5N1,3.9156,0.6716000000000002,0,4.0007,4.5872,3.9156
na,NA,23249-97-0,4.0248,4.0634,4.0976,h3n2,H3N2,3.9134,0.1841999999999997,1,4.0976,3.9134,4.0634
na,NA,41621-49-2,4.181433333333334,3.9652,4.6669,h3n2,H3N2,3.9122,0.7547000000000001,0,3.9652,3.9122,4.6669
na,NA,7177-50-6,4.005166666666667,3.9127,4.1929,ph1n1,pH1N1,3.9099,0.2829999999999999,1,3.9099,3.9127,4.1929
na,NA,164656-23-9,3.9982,4.01,4.0768,h5n1,H5N1,3.9078,0.16900000000000048,1,4.0768,4.01,3.9078
na,NA,14222-60-7,3.9874333333333336,3.9282,4.1276,ph1n1,pH1N1,3.9065,0.2211000000000003,0,3.9065,4.1276,3.9282
na,NA,141505-33-1,4.239233333333334,4.2683,4.5445,h3n2,H3N2,3.9049,0.6396000000000002,1,4.5445,3.9049,4.2683
na,NA,66085-59-4,4.1226666666666665,4.0218,4.4417,h3n2,H3N2,3.9045,0.5371999999999999,1,4.0218,3.9045,4.4417
na,NA,61-76-7,4.0828,4.0335,4.3107,h3n2,H3N2,3.9042,0.40649999999999986,1,4.0335,3.9042,4.3107
na,NA,68-41-7,3.936533333333333,3.9218,3.9838,h3n2,H3N2,3.904,0.0798000000000001,1,3.9218,3.904,3.9838
na,NA,498-45-3,3.9354666666666667,3.9513,3.9539,h5n1,H5N1,3.9012,0.05270000000000019,1,3.9539,3.9513,3.9012
na,NA,19237-84-4,4.2769,4.2791,4.6514,h3n2,H3N2,3.9002,0.7511999999999999,1,4.2791,3.9002,4.6514
na,NA,53716-50-0,4.029599999999999,3.9998,4.1891,h3n2,H3N2,3.8999,0.2891999999999997,1,3.9998,3.8999,4.1891
na,NA,80474-14-2,4.298033333333334,4.4005,4.5964,h5n1,H5N1,3.8972,0.6991999999999998,0,4.4005,4.5964,3.8972
na,NA,61-12-1,4.171866666666666,4.0921,4.5269,h3n2,H3N2,3.8966,0.6303000000000005,1,4.0921,3.8966,4.5269
na,NA,62-68-0,3.9938333333333333,3.9473,4.1414,h3n2,H3N2,3.8928,0.24860000000000015,1,4.1414,3.8928,3.9473
na,NA,39562-70-4,4.051266666666667,4.0162,4.2457,ph1n1,pH1N1,3.8919,0.3538000000000001,0,3.8919,4.0162,4.2457
na,NA,100986-85-4,4.162933333333334,4.1385,4.4589,h3n2,H3N2,3.8914,0.5674999999999999,0,4.4589,3.8914,4.1385
na,NA,78281-72-8,4.174266666666667,4.2817,4.351,h3n2,H3N2,3.8901,0.4609000000000001,0,4.351,3.8901,4.2817
na,NA,110871-86-8,3.945933333333333,3.9067,4.0416,h3n2,H3N2,3.8895,0.1520999999999999,1,3.9067,3.8895,4.0416
na,NA,49562-28-9,4.080933333333333,4.0811,4.2723,ph1n1,pH1N1,3.8894,0.38290000000000024,1,3.8894,4.0811,4.2723
na,NA,3978-86-7,4.096566666666667,4.1166,4.2841,ph1n1,pH1N1,3.889,0.3950999999999998,1,3.889,4.1166,4.2841
na,NA,78213-16-8,4.335366666666666,4.4012,4.7161,ph1n1,pH1N1,3.8888,0.8273000000000001,1,3.8888,4.4012,4.7161
na,NA,7081-44-9,4.0020999999999995,3.9494,4.1696,h5n1,H5N1,3.8873,0.2822999999999998,1,3.9494,4.1696,3.8873
na,NA,99011-02-6,3.971133333333333,3.971,4.0562,ph1n1,pH1N1,3.8862,0.16999999999999948,1,3.8862,3.971,4.0562
na,NA,69-57-8,4.116033333333333,4.1976,4.2645,h3n2,H3N2,3.886,0.37849999999999984,1,4.1976,3.886,4.2645
na,NA,72509-76-3,4.110766666666667,4.2126,4.2359,h5n1,H5N1,3.8838,0.3521000000000001,1,4.2126,4.2359,3.8838
na,NA,50924-49-7,3.907633333333333,3.9069,3.9324,h5n1,H5N1,3.8836,0.048799999999999955,1,3.9324,3.9069,3.8836
na,NA,367514-88-3,4.018,3.8968,4.2743,h3n2,H3N2,3.8829,0.3914000000000004,1,3.8968,3.8829,4.2743
na,NA,90038-01-0,4.0064,3.9934,4.1446,ph1n1,pH1N1,3.8812,0.2633999999999994,1,3.8812,3.9934,4.1446
na,NA,134678-17-4,3.9761,3.8968,4.1522,ph1n1,pH1N1,3.8793,0.2728999999999995,1,3.8793,4.1522,3.8968
na,NA,15307-81-0,4.3153,4.4952,4.5722,ph1n1,pH1N1,3.8785,0.6936999999999998,1,3.8785,4.4952,4.5722
na,NA,5104-49-4,4.321466666666667,4.5038,4.5832,h3n2,H3N2,3.8774,0.7057999999999995,1,4.5038,3.8774,4.5832
na,NA,51-12-7,4.0149,3.9548,4.2131,ph1n1,pH1N1,3.8768,0.33630000000000004,1,3.8768,4.2131,3.9548
na,NA,1649-18-9,4.0132666666666665,4.0088,4.1586,h3n2,H3N2,3.8724,0.2862,1,4.0088,3.8724,4.1586
na,NA,2353-33-5,3.992366666666667,3.8977,4.21,ph1n1,pH1N1,3.8694,0.3405999999999998,1,3.8694,4.21,3.8977
na,NA,60-31-1,3.960033333333333,3.9035,4.1076,h5n1,H5N1,3.869,0.23859999999999948,1,3.9035,4.1076,3.869
na,NA,58186-27-9,3.9404,3.9761,3.9774,ph1n1,pH1N1,3.8677,0.10969999999999969,1,3.8677,3.9761,3.9774
na,NA,161735-79-1,4.131333333333333,4.141,4.3865,ph1n1,pH1N1,3.8665,0.52,1,3.8665,4.141,4.3865
na,NA,154-69-8,4.0066999999999995,3.889,4.2653,ph1n1,pH1N1,3.8658,0.39949999999999974,1,3.8658,3.889,4.2653
na,NA,75706-12-6,4.075566666666667,4.1306,4.2308,h3n2,H3N2,3.8653,0.3655000000000004,1,4.1306,3.8653,4.2308
na,NA,65-31-6,3.976266666666667,3.9399,4.1247,h5n1,H5N1,3.8642,0.26049999999999995,0,3.9399,4.1247,3.8642
na,NA,35543-24-9,4.111133333333334,4.0494,4.42,ph1n1,pH1N1,3.864,0.556,1,3.864,4.0494,4.42
na,NA,70024-40-7,4.3006,4.3039,4.7364,h3n2,H3N2,3.8615,0.8748999999999998,1,4.3039,3.8615,4.7364
na,NA,57381-26-7,3.887333333333333,3.8685,3.9345,ph1n1,pH1N1,3.859,0.0754999999999999,1,3.859,3.8685,3.9345
na,NA,697761-98-1,4.547633333333334,4.8525,4.9332,h3n2,H3N2,3.8572,1.076,1,4.9332,3.8572,4.8525
na,NA,652-67-5,4.310733333333332,4.5287,4.5463,h3n2,H3N2,3.8572,0.6890999999999994,1,4.5463,3.8572,4.5287
na,NA,71720-56-4,4.090966666666667,4.1259,4.2898,h3n2,H3N2,3.8572,0.43259999999999943,1,4.1259,3.8572,4.2898
na,NA,645-05-6,4.097833333333334,4.1574,4.2802,ph1n1,pH1N1,3.8559,0.4242999999999997,1,3.8559,4.1574,4.2802
na,NA,150322-43-3,4.235933333333333,4.3947,4.4578,h3n2,H3N2,3.8553,0.6024999999999996,1,4.3947,3.8553,4.4578
na,NA,27833-64-3,4.1456333333333335,4.1489,4.4334,h3n2,H3N2,3.8546,0.5787999999999998,1,4.1489,3.8546,4.4334
na,NA,81403-68-1,4.145666666666667,4.2314,4.3519,h3n2,H3N2,3.8537,0.49819999999999975,0,4.2314,3.8537,4.3519
na,NA,135729-62-3,3.9089000000000005,3.899,3.9744,h5n1,H5N1,3.8533,0.12110000000000021,1,3.9744,3.899,3.8533
na,NA,322-79-2,4.1843,4.2422,4.4594,h3n2,H3N2,3.8513,0.6080999999999994,1,4.4594,3.8513,4.2422
na,NA,50-78-2,4.0521666666666665,4.1471,4.1586,h3n2,H3N2,3.8508,0.30779999999999985,0,4.1471,3.8508,4.1586
na,NA,536-33-4,3.9790000000000005,4.0308,4.0567,ph1n1,pH1N1,3.8495,0.20720000000000027,1,3.8495,4.0308,4.0567
na,NA,86347-15-1,4.118766666666667,4.0626,4.4446,h3n2,H3N2,3.8491,0.5955000000000004,1,4.0626,3.8491,4.4446
na,NA,638-94-8,4.3357,4.0519,5.1093,ph1n1,pH1N1,3.8459,1.2634000000000003,1,3.8459,5.1093,4.0519
na,NA,73963-72-1,3.9595333333333333,3.9229,4.1105,h3n2,H3N2,3.8452,0.26529999999999987,1,4.1105,3.8452,3.9229
na,NA,128794-94-5,3.9055,3.8593,4.0122,h3n2,H3N2,3.845,0.1671999999999998,1,3.8593,3.845,4.0122
na,NA,55147-68-7,4.068666666666667,4.1656,4.1957,h3n2,H3N2,3.8447,0.3510000000000004,0,4.1656,3.8447,4.1957
na,NA,15574-49-9,4.210333333333334,4.2977,4.4903,h3n2,H3N2,3.843,0.6473000000000004,1,4.2977,3.843,4.4903
na,NA,153-98-0,3.9617000000000004,4.0027,4.0406,h5n1,H5N1,3.8418,0.1988000000000003,1,4.0027,4.0406,3.8418
na,NA,95635-56-6,3.9616000000000002,3.9405,4.1028,h3n2,H3N2,3.8415,0.2613000000000003,1,3.9405,3.8415,4.1028
na,NA,863031-21-4,4.051266666666667,4.0651,4.2484,h3n2,H3N2,3.8403,0.40810000000000013,1,4.0651,3.8403,4.2484
na,NA,84057-84-1,4.031933333333334,4.0349,4.2233,h3n2,H3N2,3.8376,0.38569999999999993,1,4.0349,3.8376,4.2233
na,NA,132-18-3,4.0564,4.104,4.2322,h3n2,H3N2,3.833,0.39919999999999956,1,4.2322,3.833,4.104
na,NA,317-34-0,3.916866666666667,3.9082,4.0117,ph1n1,pH1N1,3.8307,0.18100000000000005,0,3.8307,3.9082,4.0117
na,NA,93-14-1,4.0286,3.9655,4.2903,h3n2,H3N2,3.83,0.46030000000000015,0,4.2903,3.83,3.9655
na,NA,73231-34-2,3.8805666666666667,3.8541,3.9592,h5n1,H5N1,3.8284,0.13080000000000025,1,3.9592,3.8541,3.8284
na,NA,161715-24-8,3.9795,3.9324,4.1781,h3n2,H3N2,3.828,0.35009999999999986,1,4.1781,3.828,3.9324
na,NA,43210-67-9,3.9285333333333337,3.902,4.0557,h3n2,H3N2,3.8279,0.22779999999999978,1,3.902,3.8279,4.0557
na,NA,57-41-0,3.9842999999999997,3.9524,4.1729,ph1n1,pH1N1,3.8276,0.3453000000000004,0,3.8276,3.9524,4.1729
na,NA,7235-40-7,3.9836666666666667,4.0187,4.1049,h3n2,H3N2,3.8274,0.27749999999999986,1,4.0187,3.8274,4.1049
na,NA,549-18-8,4.015366666666666,3.9616,4.258,ph1n1,pH1N1,3.8265,0.4315000000000002,1,3.8265,3.9616,4.258
na,NA,34597-40-5,4.086566666666667,4.0582,4.3759,h3n2,H3N2,3.8256,0.5502999999999996,1,4.0582,3.8256,4.3759
na,NA,1070-11-7,4.0321,4.1229,4.149,h5n1,H5N1,3.8244,0.3246000000000002,0,4.149,4.1229,3.8244
na,NA,19562-30-2,4.0187,4.0347,4.197,h3n2,H3N2,3.8244,0.37260000000000026,1,4.0347,3.8244,4.197
na,NA,7240-38-2,4.048866666666666,4.0423,4.2822,h3n2,H3N2,3.8221,0.46009999999999973,1,4.2822,3.8221,4.0423
na,NA,95635-55-5,3.9657999999999998,4.0009,4.0747,h3n2,H3N2,3.8218,0.2528999999999999,1,4.0009,3.8218,4.0747
na,NA,75695-93-1,4.009766666666667,3.9421,4.2684,ph1n1,pH1N1,3.8188,0.4495999999999998,1,3.8188,4.2684,3.9421
